CIN,Company_Name,Company_Class,Date_of_Incorporation,Authorized_Capital,Paidup_Capital,Company_Status,NIC_Code,Registered_Address,RoC,State
UDI00172LQ578364,TAM-Agro-172 Pvt Ltd,Public,2017-11-26,100000.0,80000.0,Active,62,"95, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00173LQ251448,TAM-Agro-173 Pvt Ltd,Private,2010-09-26,2000000.0,1600000.0,Active,11,"49, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00174LQ356428,TAM-Tech-174 Pvt Ltd,Private (Ltd by shares),2022-07-23,500000.0,400000.0,Amalgamated,86,"196, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00175LQ359178,TAM-Tech-175 Pvt Ltd,Public,2023-04-28,2000000.0,1600000.0,Active,63,"162, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00176LQ929420,TAM-Info-176 Pvt Ltd,Private,2009-09-19,1000000.0,500000.0,Active,70,"158, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00177LQ644098,TAM-Retail-177 Pvt Ltd,Public,2010-09-13,10000000.0,10000000.0,Strike Off,70,"46, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00178LQ381370,TAM-Fin-178 Pvt Ltd,Private (Ltd by shares),2016-09-23,1000000.0,1000000.0,Dormant,70,"103, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00179LQ345770,TAM-Retail-179 Pvt Ltd,Public,2023-11-02,200000.0,100000.0,Active,70,"56, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00180LQ188876,TAM-Agro-180 Pvt Ltd,Private,2018-07-19,200000.0,160000.0,Active,71,"193, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00181LQ637145,TAM-Fin-181 Pvt Ltd,Public,2014-08-17,500000.0,250000.0,Active,70,"87, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00182LQ386281,TAM-Retail-182 Pvt Ltd,Private,2019-08-14,1000000.0,800000.0,Dormant,63,"7, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00183LQ408824,TAM-Consult-183 Pvt Ltd,Private (Ltd by shares),2019-04-09,5000000.0,2500000.0,Strike Off,11,"129, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00184LQ224348,TAM-Tech-184 Pvt Ltd,Private,2022-11-03,10000000.0,8000000.0,Active,11,"93, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00185LQ417420,TAM-Info-185 Pvt Ltd,Private (Ltd by shares),2022-04-11,200000.0,200000.0,Strike Off,62,"197, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00186LQ907483,TAM-Foods-186 Pvt Ltd,Public,2013-04-23,2000000.0,1000000.0,Active,10,"73, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00187LQ785864,TAM-Fin-187 Pvt Ltd,Private,2017-07-27,2000000.0,2000000.0,Active,70,"195, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00188LQ345076,TAM-Fin-188 Pvt Ltd,Private (Ltd by shares),2017-04-08,5000000.0,5000000.0,Active,70,"151, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00189LQ986887,TAM-Agro-189 Pvt Ltd,Private (Ltd by shares),2019-12-27,1000000.0,800000.0,Active,63,"110, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00190LQ245699,TAM-Fin-190 Pvt Ltd,Public,2018-04-15,1000000.0,1000000.0,Active,63,"33, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00191LQ539507,TAM-Retail-191 Pvt Ltd,Public,2005-08-26,5000000.0,4000000.0,Strike Off,47,"176, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00192LQ261156,TAM-Foods-192 Pvt Ltd,Private (Ltd by shares),2022-05-11,2000000.0,1000000.0,Active,46,"146, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00193LQ509611,TAM-Tech-193 Pvt Ltd,Public,2024-10-19,10000000.0,8000000.0,Amalgamated,47,"137, Tamil Nadu",RoC-Chennai,Tamil Nadu
